Ship ID,Cust ID,Weight,Truck ID,Driver ID,City ID,Ship Date
1585,1592,963.00,10,25,694,2017-04-22
1586,1592,5850.00,11,22,229,2017-04-23
1587,4869,3015.00,12,29,565,2017-04-24
1588,3622,1728.00,1,23,542,2017-04-24
1589,615,1989.00,2,24,596,2017-04-24
1590,1724,17001.00,3,28,316,2017-04-24
1591,615,2142.00,4,21,554,2017-04-25
1592,1775,2205.00,5,27,106,2017-04-25
1593,4347,4905.00,6,26,258,2017-04-26
1594,3876,15588.00,7,20,690,2017-04-26
1595,1769,3510.00,8,22,121,2017-04-28
1596,2131,5040.00,9,29,277,2017-04-29
1597,2131,2214.00,10,30,403,2017-04-29
1598,3161,1944.00,11,25,368,2017-04-30
1599,381,3258.00,12,28,487,2017-05-01
1600,1391,10872.00,1,27,600,2017-05-01
1601,3161,4203.00,2,23,106,2017-05-02
1602,989,17019.00,3,20,333,2017-05-03
1603,3023,585.00,4,24,296,2017-05-04
1604,1775,16092.00,5,22,574,2017-05-05
1605,3023,4671.00,6,21,486,2017-05-05
1606,2799,1863.00,7,26,117,2017-05-05
1607,3622,2007.00,8,25,554,2017-05-07
1608,2625,1998.00,9,30,579,2017-05-08
1609,4869,1944.00,10,27,665,2017-05-08
1610,1092,15651.00,11,23,278,2017-05-09
1611,2799,7344.00,12,29,619,2017-05-09
1612,4154,2178.00,1,26,330,2017-05-10
1613,3354,16920.00,2,20,145,2017-05-10
1614,3161,14688.00,3,21,429,2017-05-11
1615,3876,3537.00,4,28,509,2017-05-11
1616,2799,2034.00,5,24,284,2017-05-12
1617,4154,1980.00,6,22,311,2017-05-13
1618,1591,12753.00,7,29,255,2017-05-14
1619,2634,2646.00,8,30,281,2017-05-14
1620,3622,3168.00,9,23,686,2017-05-15
1621,600,15354.00,10,27,513,2017-05-16
1622,1724,12438.00,11,21,421,2017-05-16
1623,381,4446.00,12,25,557,2017-05-17
1624,931,4104.00,1,22,694,2017-05-18
1625,2634,17901.00,2,26,468,2017-05-20
1626,615,3843.00,3,20,404,2017-05-20
1627,931,2934.00,4,28,686,2017-05-20
1628,1391,17820.00,5,23,609,2017-05-21
1629,2420,17298.00,6,25,171,2017-05-22
1630,4869,7578.00,7,24,385,2017-05-22
1631,3622,2133.00,8,29,443,2017-05-22
1632,3161,5670.00,9,30,303,2017-05-24
1633,4154,6615.00,10,27,570,2017-05-24
1634,2906,6354.00,11,20,172,2017-05-25
1635,989,2088.00,12,26,582,2017-05-25
1636,4154,8208.00,1,21,344,2017-05-26
1637,600,6651.00,2,22,200,2017-05-28
1638,1391,3402.00,3,25,694,2017-05-29
1639,3354,14976.00,4,30,142,2017-05-29
1640,2420,2241.00,5,23,165,2017-05-29
1641,4869,5139.00,6,28,630,2017-05-30
1642,2420,6588.00,7,24,184,2017-05-30
1643,1391,2142.00,8,26,614,2017-05-31
1644,1591,9612.00,9,27,116,2017-05-31
1645,3161,5607.00,10,29,254,2017-06-01
1646,989,7281.00,11,21,686,2017-06-01
1647,3023,5211.00,12,20,686,2017-06-03
1648,2131,3510.00,1,30,577,2017-06-04
1649,4869,7749.00,2,24,232,2017-06-04
1650,3876,3717.00,3,28,559,2017-06-05
1651,3354,1854.00,4,25,686,2017-06-05
1652,4347,5130.00,5,23,187,2017-06-05
1653,3023,3528.00,6,22,615,2017-06-06
1654,1769,6111.00,7,27,394,2017-06-07
1655,2799,7443.00,8,29,633,2017-06-07
1656,1769,15327.00,9,21,189,2017-06-08
1657,989,9792.00,10,26,607,2017-06-10
1658,2420,5598.00,11,25,425,2017-06-11
1659,931,4500.00,12,30,117,2017-06-11
1660,1092,7506.00,1,22,686,2017-06-11
1661,1908,8082.00,2,20,360,2017-06-13
1662,2906,2961.00,3,28,458,2017-06-13
1663,381,6795.00,4,24,194,2017-06-14
1664,2593,4878.00,5,29,352,2017-06-15
1665,2420,3447.00,6,23,636,2017-06-15
1666,600,1926.00,7,27,178,2017-06-16
1667,1769,14490.00,8,30,358,2017-06-17
1668,2593,9954.00,9,21,188,2017-06-17
1669,4347,7407.00,10,20,484,2017-06-18
1670,3023,2088.00,11,26,203,2017-06-18
1671,1775,1854.00,12,28,342,2017-06-19
1672,1591,3276.00,1,25,229,2017-06-19
1673,1775,9891.00,2,22,499,2017-06-19
1674,1592,17541.00,3,23,443,2017-06-20
1675,615,5670.00,4,29,430,2017-06-20
1676,615,3465.00,5,21,372,2017-06-23
1677,4154,6606.00,6,24,230,2017-06-24
1678,3876,1836.00,7,20,174,2017-06-24
1679,4347,12510.00,8,26,556,2017-06-25
1680,1092,5427.00,9,23,414,2017-06-25
1681,1908,2376.00,10,29,518,2017-06-25
1682,3876,3483.00,11,27,385,2017-06-26
1683,2634,1881.00,12,30,655,2017-06-26
1684,1769,1611.00,1,25,112,2017-06-26
1685,3622,14922.00,2,28,341,2017-06-28
1686,493,7551.00,3,22,360,2017-06-29
1687,493,1935.00,4,29,666,2017-06-30
1688,2593,6453.00,5,27,599,2017-07-02
1689,1591,7155.00,6,21,428,2017-07-02
1690,3023,6903.00,7,20,268,2017-07-02
1691,1591,4797.00,8,30,466,2017-07-03
1692,1092,6741.00,9,26,480,2017-07-03
1693,1092,16776.00,10,24,618,2017-07-03
1694,1391,5400.00,11,23,562,2017-07-05
1695,381,6102.00,12,25,689,2017-07-06
1696,931,4563.00,1,28,660,2017-07-06
1697,600,15651.00,2,20,695,2017-07-07
1698,2420,5274.00,3,21,579,2017-07-08
1699,1775,3546.00,4,24,269,2017-07-09
1700,1908,16443.00,5,22,686,2017-07-09
1701,2131,5976.00,6,29,185,2017-07-10
1702,615,11052.00,7,23,621,2017-07-10
1703,3023,1926.00,8,27,566,2017-07-10
1704,1591,14445.00,9,26,384,2017-07-11
1705,615,6561.00,10,30,443,2017-07-11
1706,2906,6480.00,11,28,570,2017-07-13
1707,2634,5607.00,12,21,680,2017-07-14
1708,2593,8523.00,1,25,504,2017-07-14
1709,1391,11025.00,2,20,396,2017-07-16
1710,615,3348.00,3,24,541,2017-07-16
1711,2593,2106.00,4,22,681,2017-07-17
1712,3876,1818.00,5,30,423,2017-07-18
1713,493,12114.00,6,25,674,2017-07-19
1714,1591,12204.00,7,26,500,2017-07-19
1715,2634,2214.00,8,23,692,2017-07-20
1716,1775,2043.00,9,29,218,2017-07-20
1717,1391,11979.00,10,27,696,2017-07-20
1718,4347,4419.00,11,21,520,2017-07-21
1719,2799,16650.00,12,28,518,2017-07-21
1720,1591,2925.00,1,20,418,2017-07-22
1721,1769,864.00,2,25,457,2017-07-24
1722,1908,2187.00,3,22,230,2017-07-25
1723,600,17163.00,4,26,216,2017-07-25
1724,4347,15255.00,5,24,686,2017-07-25
1725,1908,8487.00,6,27,286,2017-07-27
1726,2799,8892.00,7,29,628,2017-07-28
1727,3161,4932.00,8,23,264,2017-07-28
1728,2634,7353.00,9,30,155,2017-07-28
1729,1592,11187.00,10,28,443,2017-07-29
1730,2131,16875.00,11,25,555,2017-07-30
1731,1769,1107.00,12,21,368,2017-07-31
1732,3622,17541.00,1,20,500,2017-07-31
1733,4347,9135.00,2,24,589,2017-07-31
1734,381,12339.00,3,26,118,2017-07-31
1735,381,14697.00,4,23,417,2017-08-02
1736,3622,15642.00,5,29,328,2017-08-02
1737,1391,4887.00,6,22,627,2017-08-03
1738,2799,4788.00,7,30,446,2017-08-04
1739,2906,7515.00,8,27,639,2017-08-04
1740,3023,6228.00,9,28,308,2017-08-06
1741,3876,3852.00,10,25,258,2017-08-07
1742,2906,1269.00,11,24,491,2017-08-08
1743,493,6687.00,12,26,344,2017-08-09
1744,2593,15624.00,1,21,684,2017-08-10
1745,493,8739.00,2,20,248,2017-08-10
1746,1769,1980.00,3,30,681,2017-08-11
1747,600,7677.00,4,22,453,2017-08-12
1748,4154,7767.00,5,25,593,2017-08-12
1749,3622,15471.00,6,23,551,2017-08-12
1750,4347,6165.00,7,29,527,2017-08-12
1751,4869,2961.00,8,27,356,2017-08-12
1752,1592,10854.00,9,24,473,2017-08-14
1753,1592,2637.00,10,21,625,2017-08-15
1754,3023,3672.00,11,30,258,2017-08-16
1755,1592,14220.00,12,28,443,2017-08-16
1756,2906,612.00,1,20,380,2017-08-16
1757,3161,11385.00,2,22,642,2017-08-18
1758,931,9594.00,3,26,125,2017-08-18
1759,3161,5211.00,4,29,681,2017-08-19
1760,2906,5931.00,5,23,637,2017-08-19
1761,2634,2754.00,6,24,651,2017-08-19
1762,3622,8478.00,7,21,526,2017-08-20
1763,2799,3573.00,8,25,587,2017-08-21
1764,2420,3222.00,9,27,686,2017-08-21
1765,1769,1917.00,10,28,297,2017-08-25
1766,1391,1872.00,11,20,549,2017-08-25
1767,3023,7848.00,12,24,279,2017-08-25
1768,3876,558.00,1,21,119,2017-08-25
1769,1908,15696.00,2,29,498,2017-08-26
1770,1769,2817.00,3,30,372,2017-08-26
1771,3876,7443.00,4,22,261,2017-08-27
1772,2593,17145.00,5,26,336,2017-08-28
1773,4154,7812.00,6,23,163,2017-08-29
1774,1769,8307.00,7,28,381,2017-08-30
1775,493,8298.00,8,24,547,2017-08-30
1776,4347,13734.00,9,27,466,2017-08-31
1777,3161,8676.00,10,25,322,2017-08-31
1778,2634,1710.00,11,30,178,2017-08-31
1779,1775,7974.00,12,21,220,2017-09-01
1780,1908,10386.00,1,20,525,2017-09-02
1781,2906,2124.00,2,29,497,2017-09-05
1782,1092,945.00,3,26,307,2017-09-05
1783,600,14454.00,4,24,354,2017-09-05
1784,381,16047.00,5,27,333,2017-09-05
1785,600,2097.00,6,23,333,2017-09-06
1786,2420,1845.00,7,30,146,2017-09-06
1787,4869,1980.00,8,22,625,2017-09-06
1788,2906,1881.00,9,28,319,2017-09-07
1789,1591,5004.00,10,25,410,2017-09-08
1790,2420,3177.00,11,21,678,2017-09-09
1791,2906,4032.00,12,20,484,2017-09-10
1792,600,11502.00,1,27,523,2017-09-10
1793,3876,1953.00,2,24,426,2017-09-10
1794,493,5868.00,3,26,585,2017-09-11
1795,4869,1044.00,4,25,236,2017-09-13
1796,4347,2088.00,5,23,175,2017-09-14
1797,4154,8712.00,6,30,541,2017-09-14
1798,2634,5823.00,7,29,416,2017-09-14
1799,1591,12276.00,8,22,657,2017-09-16
1800,1775,1818.00,9,24,575,2017-09-16
1801,2420,2394.00,10,28,135,2017-09-16
1802,1591,2070.00,11,27,669,2017-09-17
1803,1391,1845.00,12,25,370,2017-09-18
1804,2906,6219.00,1,21,198,2017-09-19
1805,381,4122.00,2,20,320,2017-09-19
1806,1769,1332.00,3,29,188,2017-09-19
1807,4347,11520.00,4,23,236,2017-09-20
1808,1769,5418.00,5,30,553,2017-09-20
1809,931,2133.00,6,26,467,2017-09-21
1810,3622,8757.00,7,22,482,2017-09-22
1811,381,1503.00,8,21,359,2017-09-24
1812,2906,15867.00,9,25,700,2017-09-25
1813,2634,5355.00,10,28,347,2017-09-25
1814,4869,7614.00,11,24,318,2017-09-25
1815,1908,6651.00,12,27,588,2017-09-25
1816,1775,5058.00,1,26,324,2017-09-26
1817,931,7830.00,2,29,154,2017-09-27
1818,1591,10188.00,3,23,347,2017-09-28
1819,2131,6147.00,4,20,468,2017-09-28
1820,4347,2232.00,5,22,606,2017-09-30
1821,931,8172.00,6,30,121,2017-09-30
1822,3023,2394.00,7,28,350,2017-10-01
1823,931,12708.00,8,24,370,2017-10-02
1824,2799,3456.00,9,29,301,2017-10-03
1825,3161,3753.00,10,25,212,2017-10-03
1826,600,14751.00,11,26,106,2017-10-03
1827,1092,6516.00,12,20,189,2017-10-03
1828,2799,11340.00,1,21,189,2017-10-04
1829,2634,17010.00,2,27,606,2017-10-05
1830,2634,7146.00,3,23,237,2017-10-06
1831,3161,3303.00,4,22,691,2017-10-08
1832,615,6930.00,5,28,272,2017-10-09
1833,1391,7020.00,6,24,622,2017-10-09
1834,1775,12924.00,7,29,572,2017-10-10
1835,2634,4482.00,8,30,548,2017-10-10
1836,931,2151.00,9,27,288,2017-10-10
1837,1908,9405.00,10,26,409,2017-10-10
1838,1391,4968.00,11,25,664,2017-10-10
1839,2593,3033.00,12,21,373,2017-10-11
1840,1391,11781.00,1,20,574,2017-10-11
1841,4347,2115.00,2,30,328,2017-10-15
1842,2799,3996.00,3,28,123,2017-10-15
1843,1592,7641.00,4,25,293,2017-10-15
1844,3622,1872.00,5,23,441,2017-10-16
1845,4347,10494.00,6,26,335,2017-10-17
1846,3876,7416.00,7,24,227,2017-10-17
1847,4869,15813.00,8,29,523,2017-10-17
1848,2131,2034.00,9,22,655,2017-10-17
1849,615,12690.00,10,28,586,2017-10-20
1850,1775,17523.00,11,27,579,2017-10-20
1851,2420,2988.00,12,21,480,2017-10-20
1852,381,6876.00,1,30,610,2017-10-21
1853,1092,8883.00,2,20,102,2017-10-21
1854,493,13239.00,3,29,537,2017-10-22
1855,3161,16974.00,4,22,684,2017-10-22
1856,381,15732.00,5,25,456,2017-10-24
1857,615,9837.00,6,23,324,2017-10-25
1858,931,14454.00,7,21,442,2017-10-26
1859,615,2223.00,8,30,258,2017-10-26
1860,931,7299.00,9,26,399,2017-10-27
1861,2906,5328.00,10,24,644,2017-10-27
1862,2799,11718.00,11,20,105,2017-10-28
1863,4154,2142.00,12,27,316,2017-10-28
1864,4154,4203.00,1,28,594,2017-10-29
1865,2906,16560.00,2,22,506,2017-10-30
1866,1092,4536.00,3,25,295,2017-10-30
1867,4347,3132.00,4,29,328,2017-10-31
1868,2420,4086.00,5,20,400,2017-11-02
1869,4347,12051.00,6,23,186,2017-11-02
1870,1775,2187.00,7,27,167,2017-11-02
1871,4869,4599.00,8,24,697,2017-11-02
1872,2634,12663.00,9,21,665,2017-11-03
1873,1092,8118.00,10,28,430,2017-11-03
1874,615,1629.00,11,26,307,2017-11-04
1875,4347,8181.00,12,30,614,2017-11-05
1876,1775,2187.00,1,22,476,2017-11-06
1877,3876,16128.00,2,25,566,2017-11-07
1878,2906,14787.00,3,20,690,2017-11-07
1879,2420,7650.00,4,28,686,2017-11-08
1880,2799,9306.00,5,21,561,2017-11-08
1881,2799,9522.00,6,27,412,2017-11-09
1882,2906,13734.00,7,30,136,2017-11-10
1883,615,2790.00,8,24,601,2017-11-10
1884,2906,6282.00,9,23,552,2017-11-10
1885,4154,7371.00,10,29,434,2017-11-10
1886,3876,14337.00,11,20,375,2017-11-12
1887,493,8064.00,12,26,145,2017-11-13
1888,1775,8271.00,1,21,165,2017-11-13
1889,3876,1827.00,2,25,282,2017-11-13
1890,1092,1899.00,3,27,572,2017-11-14
1891,381,2520.00,4,24,522,2017-11-15
1892,615,4896.00,5,28,190,2017-11-15
1893,2420,1818.00,6,22,660,2017-11-15
1894,3876,2763.00,7,23,577,2017-11-17
1895,1092,6030.00,8,30,202,2017-11-19
1896,1092,17865.00,9,29,328,2017-11-19
1897,1775,4257.00,10,20,411,2017-11-20
1898,4154,3492.00,11,24,295,2017-11-21
1899,381,2196.00,12,21,205,2017-11-21
1900,2420,14283.00,1,25,108,2017-11-21
1901,4154,3177.00,2,22,568,2017-11-22
1902,4154,8181.00,3,27,147,2017-11-22
1903,381,7191.00,4,26,697,2017-11-22
1904,2906,2970.00,5,30,306,2017-11-25
1905,2799,15120.00,6,20,166,2017-11-25
1906,381,5850.00,7,28,104,2017-11-25
1907,615,4392.00,8,29,443,2017-11-26
1908,4154,9225.00,9,23,228,2017-11-27
1909,615,7812.00,10,22,179,2017-11-29
1910,1092,2223.00,11,24,666,2017-11-29
1911,3876,4410.00,12,26,563,2017-11-30
1912,4869,5301.00,1,30,121,2017-11-30
1913,2799,3843.00,2,21,237,2017-11-30
1914,2799,6129.00,3,27,212,2017-11-30
1915,4347,2187.00,4,28,622,2017-12-01
1916,931,15894.00,5,25,172,2017-12-01
1917,1775,16587.00,6,23,235,2017-12-02
1918,1775,10161.00,7,29,270,2017-12-02
1919,1775,11232.00,8,20,373,2017-12-03
1920,931,8046.00,9,24,239,2017-12-04
1921,1092,8442.00,10,22,511,2017-12-04
1922,931,9909.00,11,26,354,2017-12-06
1923,4869,2025.00,12,28,443,2017-12-07
1924,381,17091.00,1,21,116,2017-12-07
1925,4154,7776.00,2,29,349,2017-12-08
1926,4869,7587.00,3,23,686,2017-12-08
1927,381,7065.00,4,27,583,2017-12-09
1928,381,13698.00,5,22,651,2017-12-09
1929,1092,16515.00,6,25,562,2017-12-10
1930,493,10350.00,7,30,273,2017-12-10
1931,1775,2655.00,8,24,183,2017-12-10
1932,2799,2952.00,9,26,240,2017-12-12
1933,4154,4869.00,10,20,148,2017-12-12
1934,931,3915.00,11,23,381,2017-12-13
1935,931,6534.00,12,21,556,2017-12-13
1936,2906,4266.00,1,28,371,2017-12-13
1937,931,8136.00,2,22,447,2017-12-15
1938,1775,11610.00,3,29,523,2017-12-15
1939,4869,477.00,4,30,236,2017-12-15
1940,4869,1026.00,5,25,220,2017-12-16
1941,1775,8505.00,6,24,398,2017-12-17
1942,1092,7146.00,7,26,205,2017-12-17
1943,931,14076.00,8,28,680,2017-12-18
1944,931,9918.00,9,21,573,2017-12-18
1945,4154,3672.00,10,27,663,2017-12-18
1946,4154,2106.00,11,23,244,2017-12-19
1947,931,5130.00,12,30,471,2017-12-21
1948,4869,11754.00,1,22,348,2017-12-21
1949,381,6957.00,2,20,606,2017-12-22
1950,1092,14571.00,3,26,566,2017-12-24
1951,2799,14787.00,4,21,552,2017-12-24
1952,381,4293.00,5,23,637,2017-12-25
1953,931,7668.00,6,28,426,2017-12-25
1954,1092,7947.00,7,29,206,2017-12-25
1955,493,1953.00,8,25,686,2017-12-25
1956,931,954.00,9,27,459,2017-12-26
1957,1775,6660.00,10,24,269,2017-12-27
1958,381,6255.00,11,22,547,2017-12-27
1959,381,2808.00,12,30,172,2017-12-27
