Tr ID,Tr Date,Cust ID,Instore Flg,Product ID,Quantity
3337,2019-04-24,,Y,49,2
3337,2019-04-24,,Y,70,1
3346,2019-04-24,,Y,22,2
3358,2019-04-24,,Y,59,2
3369,2019-04-24,,N,43,2
3385,2019-04-24,,N,59,1
3386,2019-04-24,,N,27,2
3396,2019-04-24,,N,59,2
3405,2019-04-24,,N,29,2
3414,2019-04-24,,N,59,2
3414,2019-04-24,,N,73,1
3454,2019-04-24,,Y,45,1
3460,2019-04-24,,Y,60,1
3466,2019-04-24,,Y,38,2
3478,2019-04-24,,N,47,1
3492,2019-04-24,,N,24,2
3492,2019-04-24,,N,72,1
3503,2019-04-24,,N,44,1
3506,2019-04-24,,N,53,1
3506,2019-04-24,,N,73,1
3512,2019-04-24,,N,38,1
3518,2019-04-24,,Y,44,1
3520,2019-04-24,,Y,26,1
3528,2019-04-24,,Y,56,1
3538,2019-04-24,,N,41,1
3545,2019-04-24,,N,28,1
3575,2019-04-24,,Y,42,2
3596,2019-04-24,,Y,35,1
3599,2019-04-24,,Y,36,1
3603,2019-04-24,,N,51,2
3603,2019-04-24,,N,75,1
3611,2019-04-24,,Y,46,2
3619,2019-04-24,,N,54,2
3625,2019-04-24,,Y,34,2
3643,2019-04-24,,N,31,1
3643,2019-04-24,,N,78,1
3681,2019-04-24,,Y,38,1
3730,2019-04-24,,N,52,2
3747,2019-04-24,,N,49,2
3772,2019-04-24,,N,57,1
3793,2019-04-24,,N,49,2
3796,2019-04-24,,Y,33,2
3796,2019-04-24,,Y,78,1
3814,2019-04-24,,N,29,2
3829,2019-04-24,,Y,23,2
3829,2019-04-24,,Y,76,1
3832,2019-04-24,,Y,36,2
3851,2019-04-24,,Y,50,2
3861,2019-04-24,,Y,36,2
3874,2019-04-24,,Y,26,2
3874,2019-04-24,,Y,77,1
3895,2019-04-24,,N,27,2
3898,2019-04-24,,Y,39,2
3899,2019-04-24,,Y,31,2
3914,2019-04-24,,N,60,1
3914,2019-04-24,,N,77,1
3934,2019-04-24,,N,26,2
3964,2019-04-24,,Y,54,1
3975,2019-04-24,,Y,42,2
3975,2019-04-24,,Y,76,1
4007,2019-04-24,,Y,23,1
4016,2019-04-24,,N,29,2
4018,2019-04-24,,N,54,2
4018,2019-04-24,,N,77,1
4027,2019-04-24,,N,22,2
4030,2019-04-24,,N,52,2
4030,2019-04-24,,N,78,1
4034,2019-04-24,,N,38,2
4039,2019-04-24,,N,30,2
4049,2019-04-24,,Y,38,2
4059,2019-04-24,,N,52,2
4059,2019-04-24,,N,74,1
4064,2019-04-24,,Y,29,2
4080,2019-04-24,,N,53,1
4089,2019-04-24,,Y,55,1
4094,2019-04-24,,Y,33,2
4096,2019-04-24,,Y,26,1
4114,2019-04-24,,N,39,2
4123,2019-04-24,,Y,24,1
4126,2019-04-24,,N,37,2
4137,2019-04-24,,Y,57,2
4142,2019-04-24,,N,49,2
4144,2019-04-24,,Y,37,2
4149,2019-04-24,,Y,35,1
4165,2019-04-24,,N,32,2
4166,2019-04-24,,N,53,1
4166,2019-04-24,,N,73,1
4178,2019-04-24,,N,25,2
4183,2019-04-24,,N,47,1
4185,2019-04-24,,N,54,2
4187,2019-04-24,,Y,58,1
4201,2019-04-24,,N,24,2
2865,2019-04-25,,N,34,1
2865,2019-04-25,,N,74,1
2872,2019-04-25,,Y,42,1
2875,2019-04-25,,Y,28,1
2875,2019-04-25,,Y,70,1
2878,2019-04-25,,Y,59,2
2889,2019-04-25,,N,50,2
2903,2019-04-25,,N,58,2
2905,2019-04-25,,Y,55,2
2918,2019-04-25,,N,31,2
2934,2019-04-25,,N,41,2
2936,2019-04-25,,Y,45,2
2939,2019-04-25,,N,44,2
2940,2019-04-25,,N,59,1
2940,2019-04-25,,N,71,1
2941,2019-04-25,,N,38,2
2948,2019-04-25,,Y,29,1
2948,2019-04-25,,Y,75,1
2960,2019-04-25,,N,57,1
2963,2019-04-25,,N,53,2
3029,2019-04-25,,N,59,2
3041,2019-04-25,,Y,22,1
3052,2019-04-25,,N,57,2
3057,2019-04-25,,N,36,2
3057,2019-04-25,,N,74,1
3058,2019-04-25,,N,61,1
3066,2019-04-25,,Y,26,2
3083,2019-04-25,,Y,59,2
3087,2019-04-25,,Y,25,1
3092,2019-04-25,,N,27,2
3114,2019-04-25,,Y,31,2
3124,2019-04-25,,Y,57,2
3135,2019-04-25,,N,42,2
3157,2019-04-25,,N,30,1
3175,2019-04-25,,Y,36,1
3184,2019-04-25,,N,38,1
3184,2019-04-25,,N,73,1
3186,2019-04-25,,N,37,2
3186,2019-04-25,,N,71,1
3202,2019-04-25,,Y,56,1
3207,2019-04-25,,N,53,1
3233,2019-04-25,,Y,34,1
3251,2019-04-25,,N,53,2
3264,2019-04-25,,N,50,1
3269,2019-04-25,,N,58,1
3289,2019-04-25,,N,26,1
3311,2019-04-25,,N,53,2
3311,2019-04-25,,N,70,1
3334,2019-04-25,,N,37,2
3348,2019-04-25,,N,49,1
3348,2019-04-25,,N,73,1
3354,2019-04-25,,Y,50,1
3362,2019-04-25,,N,30,2
3363,2019-04-25,,Y,28,1
3383,2019-04-25,,Y,52,1
3432,2019-04-25,,N,50,2
3452,2019-04-25,,Y,45,2
3452,2019-04-25,,Y,70,1
3458,2019-04-25,,Y,26,1
3463,2019-04-25,,N,50,2
3464,2019-04-25,,N,59,1
3500,2019-04-25,,Y,24,2
3514,2019-04-25,,N,61,2
3529,2019-04-25,,N,31,1
3535,2019-04-25,,N,29,2
3536,2019-04-25,,Y,60,1
3536,2019-04-25,,Y,73,1
3544,2019-04-25,,N,42,2
3558,2019-04-25,,Y,48,2
3560,2019-04-25,,Y,44,1
3561,2019-04-25,,N,23,2
3571,2019-04-25,,N,31,1
3573,2019-04-25,,N,35,1
3578,2019-04-25,,N,46,1
3583,2019-04-25,,Y,34,2
3588,2019-04-25,,Y,38,2
3598,2019-04-25,,Y,32,1
3617,2019-04-25,,Y,22,2
3641,2019-04-25,,N,56,1
3648,2019-04-25,,N,36,1
3657,2019-04-25,,N,60,1
3665,2019-04-25,,Y,59,1
3668,2019-04-25,,Y,50,1
3677,2019-04-25,,N,44,1
3686,2019-04-25,,N,48,1
3694,2019-04-25,,Y,40,1
3712,2019-04-25,,Y,44,2
3717,2019-04-25,,N,25,1
3717,2019-04-25,,N,70,1
3721,2019-04-25,,Y,29,2
3740,2019-04-25,,N,36,1
3749,2019-04-25,,N,41,2
3754,2019-04-25,,N,33,2
3768,2019-04-25,,Y,60,2
3771,2019-04-25,,N,24,1
3774,2019-04-25,,Y,39,2
3777,2019-04-25,,Y,37,2
3779,2019-04-25,,N,59,1
3781,2019-04-25,,Y,33,1
3794,2019-04-25,,N,48,1
3794,2019-04-25,,N,79,1
3805,2019-04-25,,Y,32,1
3821,2019-04-25,,N,35,1
3821,2019-04-25,,N,76,1
3823,2019-04-25,,Y,53,2
3833,2019-04-25,,N,28,1
3840,2019-04-25,,N,37,1
3842,2019-04-25,,Y,55,1
3879,2019-04-25,,Y,51,1
3882,2019-04-25,,Y,53,1
3888,2019-04-25,,N,22,1
3905,2019-04-25,,Y,27,2
3930,2019-04-25,,Y,36,2
3955,2019-04-25,,N,41,2
3960,2019-04-25,,Y,59,1
3988,2019-04-25,,N,56,2
3993,2019-04-25,,Y,61,1
4010,2019-04-25,,Y,57,2
4024,2019-04-25,,N,30,1
4026,2019-04-25,,N,34,1
4035,2019-04-25,,Y,36,2
4035,2019-04-25,,Y,72,1
4045,2019-04-25,,N,25,2
4060,2019-04-25,,Y,60,1
4063,2019-04-25,,Y,43,1
4068,2019-04-25,,Y,32,2
4068,2019-04-25,,Y,75,1
4079,2019-04-25,,N,34,1
4082,2019-04-25,,N,54,1
4108,2019-04-25,,Y,48,1
4117,2019-04-25,,Y,51,2
4129,2019-04-25,,Y,31,1
4154,2019-04-25,,Y,24,2
4158,2019-04-25,,N,31,2
4163,2019-04-25,,Y,38,1
4163,2019-04-25,,Y,75,1
4170,2019-04-25,,Y,28,1
4172,2019-04-25,,N,59,1
4173,2019-04-25,,N,26,1
4175,2019-04-25,,N,27,2
4202,2019-04-25,,Y,50,1
2869,2019-04-26,,N,47,1
2873,2019-04-26,,Y,57,1
2883,2019-04-26,,N,34,1
2897,2019-04-26,,Y,39,2
2898,2019-04-26,,N,37,2
2899,2019-04-26,,Y,58,1
2907,2019-04-26,,Y,48,2
2919,2019-04-26,,N,61,2
2928,2019-04-26,,N,29,2
2945,2019-04-26,,N,52,1
2947,2019-04-26,,Y,54,2
2966,2019-04-26,,N,38,2
2975,2019-04-26,,N,28,2
2976,2019-04-26,,N,45,2
2982,2019-04-26,,N,55,1
2986,2019-04-26,,N,55,1
2986,2019-04-26,,N,77,1
2988,2019-04-26,,N,48,2
2997,2019-04-26,,Y,27,2
3016,2019-04-26,,N,56,2
3021,2019-04-26,,N,25,1
3032,2019-04-26,,Y,30,1
3033,2019-04-26,,Y,48,1
3034,2019-04-26,,N,34,1
3037,2019-04-26,,N,59,2
3042,2019-04-26,,N,39,2
3062,2019-04-26,,Y,33,2
3080,2019-04-26,,Y,48,2
3140,2019-04-26,,N,31,2
3174,2019-04-26,,Y,51,2
3174,2019-04-26,,Y,70,1
3183,2019-04-26,,N,59,2
3190,2019-04-26,,Y,25,2
3201,2019-04-26,,N,22,2
3203,2019-04-26,,N,26,1
3241,2019-04-26,,N,38,1
3244,2019-04-26,,Y,38,2
3246,2019-04-26,,N,43,2
3256,2019-04-26,,Y,43,1
3266,2019-04-26,,N,38,1
3279,2019-04-26,,N,56,2
3280,2019-04-26,,N,32,1
3294,2019-04-26,,Y,35,2
3305,2019-04-26,,Y,50,2
3316,2019-04-26,,N,41,1
3336,2019-04-26,,N,34,2
3347,2019-04-26,,Y,23,1
3375,2019-04-26,,N,24,1
3375,2019-04-26,,N,70,1
3382,2019-04-26,,Y,45,1
3382,2019-04-26,,Y,77,1
3390,2019-04-26,,Y,34,1
3391,2019-04-26,,Y,47,1
3393,2019-04-26,,N,41,2
3397,2019-04-26,,Y,52,1
3399,2019-04-26,,N,31,1
3403,2019-04-26,,Y,31,2
3406,2019-04-26,,Y,30,1
3415,2019-04-26,,Y,53,2
3418,2019-04-26,,Y,30,1
3418,2019-04-26,,Y,78,1
3419,2019-04-26,,N,60,2
3423,2019-04-26,,Y,46,2
3423,2019-04-26,,Y,78,1
3427,2019-04-26,,Y,26,1
3436,2019-04-26,,Y,31,1
3449,2019-04-26,,Y,59,2
3471,2019-04-26,,Y,46,1
3472,2019-04-26,,N,58,2
3509,2019-04-26,,N,60,1
3530,2019-04-26,,Y,60,2
3570,2019-04-26,,Y,38,1
3581,2019-04-26,,Y,23,2
3591,2019-04-26,,N,29,1
3597,2019-04-26,,N,51,1
3609,2019-04-26,,N,44,1
3620,2019-04-26,,N,57,2
3623,2019-04-26,,N,46,1
3628,2019-04-26,,N,57,2
3629,2019-04-26,,Y,37,2
3630,2019-04-26,,Y,26,1
3660,2019-04-26,,N,42,1
3661,2019-04-26,,Y,31,1
3669,2019-04-26,,N,27,2
3678,2019-04-26,,N,50,2
3692,2019-04-26,,Y,59,1
3698,2019-04-26,,Y,45,1
3702,2019-04-26,,N,60,1
3702,2019-04-26,,N,78,1
3703,2019-04-26,,Y,49,1
3704,2019-04-26,,N,56,1
3710,2019-04-26,,Y,57,1
3713,2019-04-26,,Y,39,2
3723,2019-04-26,,Y,26,2
3726,2019-04-26,,Y,38,2
3729,2019-04-26,,N,54,2
3731,2019-04-26,,Y,61,2
3736,2019-04-26,,Y,44,1
3742,2019-04-26,,Y,45,1
3743,2019-04-26,,Y,26,2
3750,2019-04-26,,Y,39,1
3751,2019-04-26,,N,42,1
3752,2019-04-26,,Y,56,1
3752,2019-04-26,,Y,72,1
3765,2019-04-26,,N,36,1
3769,2019-04-26,,Y,25,2
3778,2019-04-26,,Y,53,1
3790,2019-04-26,,Y,47,2
3816,2019-04-26,,N,36,1
3828,2019-04-26,,N,43,1
3834,2019-04-26,,Y,30,2
3838,2019-04-26,,N,60,2
3839,2019-04-26,,Y,30,2
3844,2019-04-26,,N,31,2
3844,2019-04-26,,N,70,1
3853,2019-04-26,,Y,44,1
3863,2019-04-26,,Y,36,1
3863,2019-04-26,,Y,70,1
3864,2019-04-26,,N,39,1
3883,2019-04-26,,N,50,2
3884,2019-04-26,,Y,32,2
3884,2019-04-26,,Y,72,1
3894,2019-04-26,,N,53,1
3903,2019-04-26,,N,23,1
3912,2019-04-26,,Y,48,1
3919,2019-04-26,,Y,25,1
3919,2019-04-26,,Y,74,1
3925,2019-04-26,,N,25,2
3925,2019-04-26,,N,70,1
3929,2019-04-26,,N,60,1
3935,2019-04-26,,Y,49,2
3954,2019-04-26,,N,26,2
3958,2019-04-26,,Y,39,2
3961,2019-04-26,,Y,39,1
3962,2019-04-26,,Y,52,2
3963,2019-04-26,,Y,27,1
3965,2019-04-26,,N,36,2
4020,2019-04-26,,Y,49,1
4025,2019-04-26,,Y,54,2
4041,2019-04-26,,Y,53,2
4092,2019-04-26,,Y,28,2
4103,2019-04-26,,N,34,1
4115,2019-04-26,,N,26,2
4120,2019-04-26,,Y,30,1
4125,2019-04-26,,N,27,2
4179,2019-04-26,,N,43,1
4179,2019-04-26,,N,77,1
4180,2019-04-26,,N,29,1
2862,2019-04-27,,N,55,2
2866,2019-04-27,,Y,59,2
2876,2019-04-27,,N,61,1
2887,2019-04-27,,N,56,2
2901,2019-04-27,,Y,48,1
2914,2019-04-27,,N,53,1
2937,2019-04-27,,N,23,2
2943,2019-04-27,,Y,38,1
2943,2019-04-27,,Y,72,1
2969,2019-04-27,,Y,29,2
2972,2019-04-27,,N,42,1
2978,2019-04-27,,N,30,1
2979,2019-04-27,,N,48,1
2989,2019-04-27,,Y,55,2
2994,2019-04-27,,Y,51,1
2996,2019-04-27,,Y,55,2
2998,2019-04-27,,Y,52,1
3000,2019-04-27,,N,43,1
3007,2019-04-27,,N,30,1
3013,2019-04-27,,N,36,1
3014,2019-04-27,,N,52,2
3022,2019-04-27,,Y,39,1
3026,2019-04-27,,N,52,2
3046,2019-04-27,,N,49,1
3054,2019-04-27,,N,24,2
3090,2019-04-27,,Y,46,1
3119,2019-04-27,,Y,22,2
3119,2019-04-27,,Y,79,1
3121,2019-04-27,,N,27,2
3141,2019-04-27,,Y,29,1
3141,2019-04-27,,Y,75,1
3142,2019-04-27,,N,39,1
3144,2019-04-27,,Y,60,1
3166,2019-04-27,,Y,44,1
3204,2019-04-27,,Y,54,1
3216,2019-04-27,,Y,58,1
3221,2019-04-27,,Y,22,2
3223,2019-04-27,,Y,52,1
3227,2019-04-27,,N,37,1
3232,2019-04-27,,Y,40,2
3252,2019-04-27,,N,26,1
3255,2019-04-27,,Y,41,2
3260,2019-04-27,,Y,52,1
3261,2019-04-27,,Y,52,2
3277,2019-04-27,,N,22,2
3307,2019-04-27,,N,31,1
3307,2019-04-27,,N,75,1
3315,2019-04-27,,Y,55,1
3322,2019-04-27,,Y,43,1
3329,2019-04-27,,N,39,2
3339,2019-04-27,,Y,48,1
3339,2019-04-27,,Y,71,1
3345,2019-04-27,,Y,40,1
3374,2019-04-27,,N,57,2
3376,2019-04-27,,N,34,1
3376,2019-04-27,,N,71,1
3379,2019-04-27,,N,54,2
3422,2019-04-27,,N,59,2
3424,2019-04-27,,N,56,1
3425,2019-04-27,,Y,23,2
3429,2019-04-27,,Y,38,1
3429,2019-04-27,,Y,76,1
3441,2019-04-27,,N,47,2
3441,2019-04-27,,N,76,1
3450,2019-04-27,,N,24,2
3461,2019-04-27,,N,50,1
3469,2019-04-27,,Y,61,2
3473,2019-04-27,,N,52,2
3473,2019-04-27,,N,76,1
3484,2019-04-27,,Y,27,2
3485,2019-04-27,,Y,60,1
3499,2019-04-27,,Y,61,1
3513,2019-04-27,,Y,28,2
3519,2019-04-27,,N,41,1
3523,2019-04-27,,Y,34,1
3547,2019-04-27,,N,35,1
3552,2019-04-27,,N,45,1
3553,2019-04-27,,N,57,2
3553,2019-04-27,,N,77,1
3564,2019-04-27,,Y,29,2
3567,2019-04-27,,Y,36,2
3567,2019-04-27,,Y,72,1
3574,2019-04-27,,Y,32,1
3586,2019-04-27,,Y,36,1
3593,2019-04-27,,N,31,2
3608,2019-04-27,,N,45,1
3624,2019-04-27,,Y,37,2
3627,2019-04-27,,Y,23,2
3635,2019-04-27,,Y,32,1
3635,2019-04-27,,Y,76,1
3645,2019-04-27,,N,43,2
3646,2019-04-27,,Y,36,1
3664,2019-04-27,,Y,58,1
3676,2019-04-27,,N,41,2
3689,2019-04-27,,N,60,1
3693,2019-04-27,,Y,60,2
3693,2019-04-27,,Y,77,1
3699,2019-04-27,,Y,36,1
3715,2019-04-27,,N,25,2
3764,2019-04-27,,Y,59,1
3776,2019-04-27,,N,43,1
3780,2019-04-27,,N,29,2
3789,2019-04-27,,Y,24,1
3804,2019-04-27,,N,38,2
3815,2019-04-27,,Y,52,2
3824,2019-04-27,,N,45,1
3830,2019-04-27,,Y,44,2
3835,2019-04-27,,Y,26,1
3854,2019-04-27,,Y,34,2
3857,2019-04-27,,N,58,1
3870,2019-04-27,,N,45,2
3870,2019-04-27,,N,75,1
3886,2019-04-27,,N,33,1
3944,2019-04-27,,N,22,1
3945,2019-04-27,,N,35,1
3956,2019-04-27,,Y,30,2
3979,2019-04-27,,Y,47,1
3992,2019-04-27,,N,27,1
4053,2019-04-27,,N,50,1
4053,2019-04-27,,N,73,1
4057,2019-04-27,,Y,57,1
4065,2019-04-27,,N,45,1
4071,2019-04-27,,Y,47,2
4071,2019-04-27,,Y,78,1
4119,2019-04-27,,N,23,1
4130,2019-04-27,,Y,44,1
4139,2019-04-27,,N,30,2
4140,2019-04-27,,Y,46,1
4141,2019-04-27,,Y,30,1
4147,2019-04-27,,N,41,1
4169,2019-04-27,,Y,42,1
4177,2019-04-27,,N,43,2
4186,2019-04-27,,N,59,1
2868,2019-04-28,,Y,43,1
2874,2019-04-28,,N,41,1
2891,2019-04-28,,Y,26,2
2909,2019-04-28,,N,25,2
2916,2019-04-28,,N,33,1
2926,2019-04-28,,Y,30,2
2927,2019-04-28,,N,59,1
2956,2019-04-28,,N,36,2
2957,2019-04-28,,N,27,1
2961,2019-04-28,,Y,59,1
2965,2019-04-28,,N,40,1
2965,2019-04-28,,N,79,1
2967,2019-04-28,,Y,38,1
2980,2019-04-28,,Y,30,1
2999,2019-04-28,,Y,59,1
3002,2019-04-28,,N,37,2
3002,2019-04-28,,N,76,1
3005,2019-04-28,,Y,46,2
3043,2019-04-28,,Y,40,1
3053,2019-04-28,,Y,52,1
3053,2019-04-28,,Y,71,1
3056,2019-04-28,,N,27,1
3056,2019-04-28,,N,72,1
3060,2019-04-28,,Y,36,1
3061,2019-04-28,,Y,51,2
3061,2019-04-28,,Y,70,1
3065,2019-04-28,,Y,23,1
3067,2019-04-28,,Y,49,1
3078,2019-04-28,,Y,33,2
3079,2019-04-28,,Y,55,2
3101,2019-04-28,,Y,38,2
3103,2019-04-28,,Y,22,2
3115,2019-04-28,,N,47,2
3145,2019-04-28,,N,38,2
3151,2019-04-28,,N,61,2
3151,2019-04-28,,N,78,1
3154,2019-04-28,,N,50,2
3164,2019-04-28,,Y,22,2
3177,2019-04-28,,Y,32,2
3180,2019-04-28,,N,56,1
3180,2019-04-28,,N,79,1
3181,2019-04-28,,N,60,1
3185,2019-04-28,,N,26,1
3185,2019-04-28,,N,78,1
3192,2019-04-28,,Y,50,2
3192,2019-04-28,,Y,71,1
3193,2019-04-28,,N,41,1
3211,2019-04-28,,Y,32,2
3225,2019-04-28,,N,26,2
3253,2019-04-28,,N,26,2
3254,2019-04-28,,N,45,2
3258,2019-04-28,,N,51,2
3259,2019-04-28,,N,59,1
3262,2019-04-28,,N,37,1
3309,2019-04-28,,N,31,2
3314,2019-04-28,,Y,51,2
3318,2019-04-28,,Y,23,1
3349,2019-04-28,,N,22,2
3350,2019-04-28,,Y,61,1
3364,2019-04-28,,Y,43,2
3364,2019-04-28,,Y,69,1
3366,2019-04-28,,Y,57,1
3408,2019-04-28,,N,31,2
3411,2019-04-28,,N,31,2
3428,2019-04-28,,N,29,2
3444,2019-04-28,,Y,44,1
3448,2019-04-28,,Y,40,1
3451,2019-04-28,,N,32,1
3462,2019-04-28,,N,25,2
3477,2019-04-28,,N,27,2
3479,2019-04-28,,Y,54,1
3487,2019-04-28,,Y,51,1
3488,2019-04-28,,N,56,1
3496,2019-04-28,,N,22,2
3516,2019-04-28,,Y,36,2
3542,2019-04-28,,N,39,1
3542,2019-04-28,,N,72,1
3550,2019-04-28,,Y,57,1
3550,2019-04-28,,Y,78,1
3566,2019-04-28,,N,50,2
3584,2019-04-28,,N,42,1
3592,2019-04-28,,Y,26,1
3637,2019-04-28,,Y,54,1
3639,2019-04-28,,N,29,1
3647,2019-04-28,,Y,35,1
3651,2019-04-28,,N,24,2
3652,2019-04-28,,Y,29,1
3655,2019-04-28,,Y,36,1
3674,2019-04-28,,N,26,2
3683,2019-04-28,,N,34,2
3697,2019-04-28,,N,44,1
3716,2019-04-28,,N,44,1
3719,2019-04-28,,N,45,1
3719,2019-04-28,,N,79,1
3728,2019-04-28,,N,29,2
3735,2019-04-28,,N,59,1
3745,2019-04-28,,N,52,2
3756,2019-04-28,,N,35,1
3759,2019-04-28,,N,26,2
3785,2019-04-28,,N,54,2
3788,2019-04-28,,Y,60,2
3818,2019-04-28,,Y,35,2
3822,2019-04-28,,N,22,2
3826,2019-04-28,,Y,44,1
3862,2019-04-28,,Y,52,2
3865,2019-04-28,,N,45,1
3877,2019-04-28,,N,59,1
3880,2019-04-28,,N,37,2
3880,2019-04-28,,N,79,1
3924,2019-04-28,,N,29,2
3940,2019-04-28,,Y,57,2
3940,2019-04-28,,Y,71,1
3946,2019-04-28,,N,50,2
3951,2019-04-28,,Y,22,2
3959,2019-04-28,,Y,60,2
3969,2019-04-28,,Y,43,2
3990,2019-04-28,,Y,34,1
4000,2019-04-28,,Y,35,2
4028,2019-04-28,,N,38,1
4031,2019-04-28,,Y,48,2
4031,2019-04-28,,Y,69,1
4058,2019-04-28,,Y,42,2
4067,2019-04-28,,N,45,2
4077,2019-04-28,,Y,47,2
4081,2019-04-28,,Y,32,2
4083,2019-04-28,,N,58,1
4083,2019-04-28,,N,69,1
4098,2019-04-28,,N,28,1
4098,2019-04-28,,N,72,1
4104,2019-04-28,,N,44,1
4106,2019-04-28,,N,24,1
4152,2019-04-28,,N,51,2
4153,2019-04-28,,N,36,1
4162,2019-04-28,,Y,43,2
4164,2019-04-28,,Y,49,2
4167,2019-04-28,,N,40,2
4176,2019-04-28,,N,30,2
4193,2019-04-28,,Y,60,2
4194,2019-04-28,,N,50,1
4196,2019-04-28,,Y,50,1
4197,2019-04-28,,Y,56,2
2863,2019-04-29,,N,41,1
2867,2019-04-29,,Y,52,1
2870,2019-04-29,,N,45,1
2871,2019-04-29,,N,44,2
2871,2019-04-29,,N,79,1
2877,2019-04-29,,N,55,1
2881,2019-04-29,,N,33,2
2886,2019-04-29,,N,50,1
2894,2019-04-29,,N,49,1
2895,2019-04-29,,Y,61,2
2932,2019-04-29,,Y,50,1
2944,2019-04-29,,N,28,1
2959,2019-04-29,,N,50,1
2959,2019-04-29,,N,71,1
2971,2019-04-29,,Y,59,1
2971,2019-04-29,,Y,70,1
2987,2019-04-29,,Y,37,1
2993,2019-04-29,,Y,58,1
3011,2019-04-29,,Y,50,2
3024,2019-04-29,,Y,26,2
3050,2019-04-29,,Y,35,2
3068,2019-04-29,,N,31,1
3068,2019-04-29,,N,70,1
3086,2019-04-29,,Y,37,1
3106,2019-04-29,,Y,32,1
3113,2019-04-29,,Y,30,1
3118,2019-04-29,,Y,56,1
3131,2019-04-29,,Y,39,1
3138,2019-04-29,,Y,42,1
3160,2019-04-29,,Y,61,2
3162,2019-04-29,,N,40,1
3170,2019-04-29,,Y,44,1
3170,2019-04-29,,Y,71,1
3209,2019-04-29,,N,22,1
3215,2019-04-29,,N,51,2
3219,2019-04-29,,Y,44,2
3238,2019-04-29,,Y,38,2
3238,2019-04-29,,Y,79,1
3250,2019-04-29,,Y,24,1
3278,2019-04-29,,Y,50,2
3278,2019-04-29,,Y,72,1
3282,2019-04-29,,N,50,2
3282,2019-04-29,,N,69,1
3283,2019-04-29,,N,52,2
3321,2019-04-29,,N,61,2
3368,2019-04-29,,N,60,1
3370,2019-04-29,,Y,47,2
3378,2019-04-29,,Y,25,1
3378,2019-04-29,,Y,77,1
3395,2019-04-29,,N,24,2
3420,2019-04-29,,N,35,2
3434,2019-04-29,,Y,26,2
3434,2019-04-29,,Y,75,1
3476,2019-04-29,,Y,32,1
3481,2019-04-29,,N,59,1
3505,2019-04-29,,N,34,1
3526,2019-04-29,,N,41,1
3554,2019-04-29,,Y,28,1
3562,2019-04-29,,N,55,2
3589,2019-04-29,,Y,55,1
3600,2019-04-29,,N,36,1
3615,2019-04-29,,N,57,2
3634,2019-04-29,,N,54,1
3638,2019-04-29,,N,27,2
3644,2019-04-29,,Y,30,2
3654,2019-04-29,,Y,33,1
3675,2019-04-29,,N,35,2
3679,2019-04-29,,N,56,2
3700,2019-04-29,,Y,44,1
3706,2019-04-29,,Y,54,2
3708,2019-04-29,,N,58,2
3709,2019-04-29,,N,23,2
3714,2019-04-29,,N,48,1
3720,2019-04-29,,Y,56,1
3724,2019-04-29,,N,26,2
3748,2019-04-29,,Y,27,2
3757,2019-04-29,,N,50,2
3757,2019-04-29,,N,76,1
3809,2019-04-29,,Y,43,2
3809,2019-04-29,,Y,78,1
3811,2019-04-29,,N,55,1
3831,2019-04-29,,N,32,2
3837,2019-04-29,,N,34,2
3846,2019-04-29,,Y,28,1
3849,2019-04-29,,Y,52,2
3852,2019-04-29,,N,38,2
3852,2019-04-29,,N,73,1
3867,2019-04-29,,Y,54,2
3869,2019-04-29,,Y,44,1
3896,2019-04-29,,N,23,1
3897,2019-04-29,,Y,35,1
3900,2019-04-29,,N,43,1
3909,2019-04-29,,N,40,2
3910,2019-04-29,,Y,54,2
3927,2019-04-29,,N,31,2
3939,2019-04-29,,N,34,1
3972,2019-04-29,,Y,40,2
3981,2019-04-29,,N,31,2
3986,2019-04-29,,Y,61,2
3991,2019-04-29,,N,35,1
4032,2019-04-29,,Y,51,1
4051,2019-04-29,,Y,29,2
4072,2019-04-29,,N,57,2
4085,2019-04-29,,Y,26,1
4085,2019-04-29,,Y,78,1
4095,2019-04-29,,N,58,1
4102,2019-04-29,,N,54,2
4102,2019-04-29,,N,76,1
4116,2019-04-29,,N,59,2
4118,2019-04-29,,N,39,2
4121,2019-04-29,,N,36,2
4127,2019-04-29,,N,31,2
4132,2019-04-29,,N,39,2
4134,2019-04-29,,Y,61,1
4145,2019-04-29,,N,28,1
4146,2019-04-29,,N,38,1
4189,2019-04-29,,Y,57,2
4195,2019-04-29,,Y,34,2
4195,2019-04-29,,Y,69,1
4199,2019-04-29,,Y,59,1
